Date,Day,Month,Year,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,IMF_8
2003-05-15,15,5,2003,-0.234,-0.115,0.565,0.441,-0.589,-0.031,-1.337,3.499
2003-05-16,16,5,2003,0.383,-0.474,0.208,0.34,-0.704,-0.024,-1.328,3.499
2003-05-17,17,5,2003,-0.376,-0.111,-0.182,0.225,-0.818,-0.016,-1.32,3.498
2003-05-18,18,5,2003,-0.343,0.257,-0.461,0.101,-0.931,-0.009,-1.311,3.498
2003-05-19,19,5,2003,0.367,0.2,-0.492,-0.027,-1.042,-0.002,-1.302,3.497
2003-05-20,20,5,2003,-0.345,-0.129,-0.332,-0.151,-1.151,0.005,-1.294,3.497
2003-05-21,21,5,2003,0.306,-0.019,-0.089,-0.265,-1.257,0.013,-1.285,3.496
2003-05-22,22,5,2003,-0.241,0.092,0.13,-0.36,-1.361,0.02,-1.276,3.496
2003-05-23,23,5,2003,-0.088,-0.022,0.246,-0.43,-1.461,0.028,-1.268,3.495
2003-05-24,24,5,2003,-0.061,-0.054,0.274,-0.473,-1.558,0.035,-1.259,3.495
2003-05-25,25,5,2003,0.109,-0.114,0.258,-0.489,-1.652,0.043,-1.25,3.494
2003-05-26,26,5,2003,-0.002,-0.114,0.237,-0.482,-1.741,0.051,-1.241,3.494
2003-05-27,27,5,2003,-0.066,0.007,0.224,-0.457,-1.827,0.058,-1.232,3.493
2003-05-28,28,5,2003,0.058,0.116,0.214,-0.417,-1.908,0.066,-1.223,3.493
2003-05-29,29,5,2003,-0.021,0.115,0.203,-0.365,-1.985,0.074,-1.214,3.492
2003-05-30,30,5,2003,-0.051,0.055,0.191,-0.306,-2.057,0.082,-1.205,3.492
2003-05-31,31,5,2003,0.01,-0.003,0.177,-0.243,-2.125,0.09,-1.196,3.491
2003-06-01,1,6,2003,0.047,-0.042,0.161,-0.179,-2.189,0.098,-1.187,3.491
2003-06-02,2,6,2003,-0.042,-0.052,0.141,-0.116,-2.249,0.106,-1.178,3.49
2003-06-03,3,6,2003,0.033,-0.021,0.115,-0.057,-2.304,0.114,-1.169,3.49
2003-06-04,4,6,2003,-0.002,0.025,0.084,-0.002,-2.356,0.122,-1.16,3.489
2003-06-05,5,6,2003,0.032,0.003,0.052,0.048,-2.404,0.13,-1.15,3.489
2003-06-06,6,6,2003,-0.043,-0.01,0.021,0.094,-2.448,0.138,-1.141,3.488
2003-06-07,7,6,2003,0.05,0.007,-0.006,0.135,-2.488,0.146,-1.132,3.488
2003-06-08,8,6,2003,-0.056,0.012,-0.02,0.17,-2.524,0.154,-1.122,3.487
2003-06-09,9,6,2003,0.061,-0.022,-0.015,0.198,-2.557,0.163,-1.113,3.487
2003-06-10,10,6,2003,-0.062,-0.022,0.0,0.218,-2.587,0.171,-1.104,3.486
2003-06-11,11,6,2003,-0.005,0.003,0.017,0.228,-2.613,0.179,-1.094,3.486
2003-06-12,12,6,2003,0.059,0.041,0.022,0.228,-2.637,0.187,-1.085,3.485
2003-06-13,13,6,2003,0.005,0.023,0.008,0.215,-2.657,0.195,-1.075,3.485
2003-06-14,14,6,2003,-0.003,-0.025,-0.014,0.194,-2.674,0.203,-1.066,3.484
2003-06-15,15,6,2003,-0.036,-0.051,-0.03,0.166,-2.688,0.212,-1.056,3.484
2003-06-16,16,6,2003,-0.032,-0.03,-0.029,0.134,-2.699,0.22,-1.047,3.483
2003-06-17,17,6,2003,0.031,0.014,-0.011,0.1,-2.707,0.228,-1.037,3.483
2003-06-18,18,6,2003,-0.006,0.044,0.019,0.065,-2.712,0.236,-1.028,3.482
2003-06-19,19,6,2003,0.0,0.02,0.054,0.032,-2.714,0.244,-1.018,3.481
2003-06-20,20,6,2003,-0.002,0.002,0.086,0.002,-2.714,0.252,-1.008,3.481
2003-06-21,21,6,2003,-0.005,-0.009,0.105,-0.023,-2.71,0.261,-0.999,3.48
2003-06-22,22,6,2003,-0.004,-0.016,0.104,-0.04,-2.704,0.269,-0.989,3.48
2003-06-23,23,6,2003,0.027,-0.04,0.081,-0.05,-2.695,0.277,-0.979,3.479
2003-06-24,24,6,2003,-0.039,-0.052,0.032,-0.052,-2.683,0.285,-0.969,3.479
2003-06-25,25,6,2003,0.053,-0.004,-0.044,-0.049,-2.668,0.293,-0.96,3.478
2003-06-26,26,6,2003,-0.074,0.071,-0.134,-0.041,-2.651,0.301,-0.95,3.478
2003-06-27,27,6,2003,-0.037,0.08,-0.228,-0.03,-2.631,0.309,-0.94,3.477
2003-06-28,28,6,2003,0.028,0.051,-0.317,-0.019,-2.607,0.317,-0.93,3.477
2003-06-29,29,6,2003,0.106,-0.01,-0.388,-0.007,-2.581,0.325,-0.92,3.476
2003-06-30,30,6,2003,0.171,-0.091,-0.43,0.002,-2.551,0.333,-0.91,3.475
2004-01-01,1,1,2004,0.184,-0.162,-0.428,0.007,-2.518,0.341,-0.9,3.475
2004-01-02,2,1,2004,0.122,-0.211,-0.372,0.009,-2.481,0.349,-0.89,3.474
2004-01-03,3,1,2004,0.068,-0.223,-0.262,0.006,-2.44,0.356,-0.88,3.474
2004-01-04,4,1,2004,-0.093,-0.18,-0.1,0.001,-2.396,0.364,-0.87,3.473
2004-01-05,5,1,2004,-0.148,-0.082,0.1,-0.006,-2.349,0.372,-0.86,3.473
2004-01-06,6,1,2004,-0.335,0.125,0.321,-0.015,-2.298,0.38,-0.85,3.472
2004-01-07,7,1,2004,0.113,0.388,0.547,-0.024,-2.244,0.387,-0.84,3.472
2004-01-08,8,1,2004,0.346,0.477,0.76,-0.032,-2.187,0.395,-0.829,3.471
2004-01-09,9,1,2004,0.163,0.205,0.945,-0.04,-2.126,0.402,-0.819,3.47
2004-01-10,10,1,2004,-0.164,-0.28,1.082,-0.045,-2.063,0.41,-0.809,3.47
2004-01-11,11,1,2004,-0.316,-0.681,1.153,-0.048,-1.996,0.417,-0.799,3.469
2004-01-12,12,1,2004,0.303,-0.775,1.141,-0.047,-1.927,0.424,-0.789,3.469
2004-01-13,13,1,2004,-0.276,-0.481,1.034,-0.043,-1.855,0.432,-0.778,3.468
2004-01-14,14,1,2004,-0.256,-0.01,0.844,-0.035,-1.78,0.439,-0.768,3.468
2004-01-15,15,1,2004,-0.024,0.508,0.589,-0.025,-1.703,0.446,-0.758,3.467
2004-01-16,16,1,2004,-0.017,0.992,0.288,-0.012,-1.623,0.453,-0.747,3.466
2004-01-17,17,1,2004,0.354,1.236,-0.041,0.004,-1.542,0.46,-0.737,3.466
2004-01-18,18,1,2004,0.074,1.037,-0.381,0.022,-1.458,0.467,-0.726,3.465
2004-01-19,19,1,2004,-0.116,0.542,-0.72,0.043,-1.372,0.473,-0.716,3.465
2004-01-20,20,1,2004,-0.487,0.014,-1.048,0.066,-1.284,0.48,-0.705,3.464
2004-01-21,21,1,2004,-0.216,-0.382,-1.353,0.09,-1.195,0.487,-0.695,3.463
2004-01-22,22,1,2004,0.091,-0.65,-1.627,0.117,-1.103,0.493,-0.684,3.463
2004-01-23,23,1,2004,0.262,-0.827,-1.858,0.145,-1.011,0.5,-0.674,3.462
2004-01-24,24,1,2004,0.419,-0.946,-2.035,0.174,-0.917,0.506,-0.663,3.462
2004-01-25,25,1,2004,0.475,-1.029,-2.149,0.205,-0.822,0.512,-0.653,3.461
2004-01-26,26,1,2004,0.549,-1.208,-2.19,0.237,-0.725,0.518,-0.642,3.461
2004-01-27,27,1,2004,0.717,-1.565,-2.146,0.27,-0.628,0.525,-0.632,3.46
2004-01-28,28,1,2004,0.877,-2.012,-2.007,0.304,-0.53,0.53,-0.621,3.459
2004-01-29,29,1,2004,0.767,-2.293,-1.764,0.336,-0.431,0.536,-0.61,3.459
2004-01-30,30,1,2004,0.073,-2.091,-1.417,0.367,-0.332,0.542,-0.599,3.458
2004-01-31,31,1,2004,-1.335,-1.254,-0.99,0.395,-0.232,0.548,-0.589,3.458
2004-02-01,1,2,2004,0.463,0.029,-0.511,0.419,-0.132,0.553,-0.578,3.457
2004-02-02,2,2,2004,1.502,1.352,-0.007,0.437,-0.031,0.558,-0.567,3.456
2004-02-03,3,2,2004,1.125,2.299,0.495,0.449,0.069,0.564,-0.556,3.456
2004-02-04,4,2,2004,-0.275,2.608,0.966,0.453,0.17,0.569,-0.546,3.455
2004-02-05,5,2,2004,-1.717,2.324,1.381,0.449,0.27,0.574,-0.535,3.454
2004-02-06,6,2,2004,-1.204,1.563,1.728,0.435,0.37,0.579,-0.524,3.454
2004-02-07,7,2,2004,-0.244,0.539,2.002,0.409,0.47,0.584,-0.513,3.453
2004-02-08,8,2,2004,0.668,-0.545,2.198,0.372,0.569,0.588,-0.502,3.453
2004-02-09,9,2,2004,1.247,-1.501,2.312,0.321,0.668,0.593,-0.491,3.452
2004-02-10,10,2,2004,1.931,-2.261,2.34,0.256,0.766,0.597,-0.48,3.451
2004-02-11,11,2,2004,1.821,-2.721,2.277,0.176,0.864,0.601,-0.469,3.451
2004-02-12,12,2,2004,0.504,-2.86,2.114,0.085,0.96,0.605,-0.458,3.45
2004-02-13,13,2,2004,0.47,-2.669,1.847,-0.015,1.057,0.609,-0.447,3.45
2004-02-14,14,2,2004,-0.403,-1.939,1.486,-0.121,1.152,0.613,-0.436,3.449
2004-02-15,15,2,2004,-1.818,-0.598,1.06,-0.23,1.246,0.617,-0.425,3.448
2004-02-16,16,2,2004,1.689,1.154,0.602,-0.338,1.34,0.62,-0.414,3.448
2004-02-17,17,2,2004,1.553,2.448,0.143,-0.442,1.432,0.623,-0.403,3.447
2004-02-18,18,2,2004,0.406,3.016,-0.284,-0.541,1.523,0.627,-0.392,3.446
2004-02-19,19,2,2004,-1.074,3.049,-0.652,-0.629,1.612,0.63,-0.381,3.446
2004-02-20,20,2,2004,-0.028,2.78,-0.954,-0.706,1.7,0.633,-0.37,3.445
2004-02-21,21,2,2004,0.611,2.337,-1.19,-0.766,1.787,0.635,-0.359,3.444
2004-02-22,22,2,2004,-0.129,1.794,-1.362,-0.808,1.872,0.638,-0.348,3.444
2004-02-23,23,2,2004,-0.27,0.967,-1.471,-0.828,1.955,0.64,-0.337,3.443
2004-02-24,24,2,2004,0.19,-0.143,-1.519,-0.824,2.037,0.642,-0.325,3.443
2004-02-25,25,2,2004,-0.178,-1.111,-1.506,-0.793,2.116,0.644,-0.314,3.442
2004-02-26,26,2,2004,-0.127,-2.186,-1.43,-0.736,2.194,0.646,-0.303,3.441
2004-02-27,27,2,2004,0.31,-3.035,-1.287,-0.655,2.27,0.648,-0.292,3.441
2004-02-28,28,2,2004,-0.393,-3.13,-1.076,-0.553,2.343,0.649,-0.28,3.44
2004-02-29,29,2,2004,0.462,-2.255,-0.809,-0.433,2.415,0.651,-0.269,3.439
2004-03-01,1,3,2004,0.328,-1.238,-0.508,-0.3,2.485,0.652,-0.258,3.439
2004-03-02,2,3,2004,0.238,-0.585,-0.193,-0.157,2.552,0.653,-0.247,3.438
2004-03-03,3,3,2004,-0.256,-0.225,0.114,-0.007,2.618,0.653,-0.235,3.437
2004-03-04,4,3,2004,-0.409,0.023,0.391,0.147,2.681,0.654,-0.224,3.437
2004-03-05,5,3,2004,-0.47,0.434,0.616,0.301,2.742,0.654,-0.212,3.436
2004-03-06,6,3,2004,0.353,1.139,0.768,0.451,2.8,0.654,-0.201,3.435
2004-03-07,7,3,2004,0.416,1.91,0.825,0.594,2.856,0.654,-0.19,3.435
2004-03-08,8,3,2004,-0.272,2.36,0.765,0.726,2.91,0.654,-0.178,3.434
2004-03-09,9,3,2004,-0.359,2.054,0.581,0.842,2.961,0.654,-0.167,3.433
2004-03-10,10,3,2004,0.347,0.968,0.307,0.937,3.01,0.653,-0.155,3.433
2004-03-11,11,3,2004,0.1,-0.294,-0.008,1.005,3.056,0.652,-0.144,3.432
2004-03-12,12,3,2004,-0.315,-1.158,-0.319,1.043,3.1,0.651,-0.132,3.431
2004-03-13,13,3,2004,0.287,-1.352,-0.579,1.043,3.141,0.65,-0.121,3.431
2004-03-14,14,3,2004,0.023,-1.329,-0.744,1.003,3.179,0.648,-0.11,3.43
2004-03-15,15,3,2004,0.109,-1.228,-0.79,0.916,3.215,0.646,-0.098,3.429
2004-03-16,16,3,2004,-0.124,-0.891,-0.7,0.78,3.248,0.644,-0.086,3.429
2004-03-17,17,3,2004,-0.159,-0.325,-0.492,0.601,3.28,0.642,-0.075,3.428
2004-03-18,18,3,2004,0.131,0.259,-0.193,0.392,3.309,0.64,-0.063,3.427
2004-03-19,19,3,2004,-0.125,0.447,0.167,0.164,3.336,0.637,-0.052,3.427
2004-03-20,20,3,2004,0.145,0.292,0.553,-0.071,3.361,0.634,-0.04,3.426
2004-03-21,21,3,2004,-0.2,0.089,0.898,-0.3,3.384,0.631,-0.029,3.425
2004-03-22,22,3,2004,0.288,-0.218,1.099,-0.51,3.406,0.628,-0.017,3.425
2004-03-23,23,3,2004,0.15,-0.175,1.048,-0.692,3.426,0.624,-0.005,3.424
2004-03-24,24,3,2004,-0.507,0.091,0.76,-0.84,3.445,0.62,0.006,3.423
2004-03-25,25,3,2004,0.601,0.236,0.294,-0.951,3.463,0.616,0.018,3.423
2004-03-26,26,3,2004,-0.667,-0.093,-0.261,-1.023,3.48,0.612,0.029,3.422
2004-03-27,27,3,2004,0.324,-0.336,-0.803,-1.051,3.496,0.607,0.041,3.421
2004-03-28,28,3,2004,0.704,-0.327,-1.23,-1.034,3.511,0.603,0.053,3.421
2004-03-29,29,3,2004,-0.219,-0.152,-1.47,-0.966,3.526,0.598,0.064,3.42
2004-03-30,30,3,2004,-0.64,0.071,-1.51,-0.847,3.538,0.592,0.076,3.419
2004-03-31,31,3,2004,-0.384,0.303,-1.38,-0.681,3.55,0.587,0.088,3.418
2004-04-01,1,4,2004,0.518,0.519,-1.115,-0.479,3.559,0.581,0.099,3.418
2004-04-02,2,4,2004,0.009,0.624,-0.75,-0.253,3.567,0.575,0.111,3.417
2004-04-03,3,4,2004,-0.376,0.526,-0.315,-0.014,3.572,0.568,0.123,3.416
2004-04-04,4,4,2004,0.308,0.118,0.164,0.224,3.574,0.562,0.134,3.416
2004-04-05,5,4,2004,-0.202,-0.381,0.644,0.45,3.574,0.555,0.146,3.415
2004-04-06,6,4,2004,-0.203,-0.701,1.062,0.652,3.57,0.548,0.158,3.414
2004-04-07,7,4,2004,0.162,-0.635,1.369,0.817,3.563,0.54,0.17,3.414
2004-04-08,8,4,2004,-0.137,-0.521,1.544,0.935,3.552,0.533,0.181,3.413
2004-04-09,9,4,2004,0.12,-0.457,1.578,0.992,3.537,0.525,0.193,3.412
2004-04-10,10,4,2004,-0.16,-0.025,1.454,0.98,3.518,0.517,0.205,3.411
2004-04-11,11,4,2004,-0.151,0.471,1.144,0.906,3.495,0.508,0.216,3.411
2004-04-12,12,4,2004,0.181,0.599,0.636,0.781,3.466,0.499,0.228,3.41
2004-04-13,13,4,2004,0.235,0.164,0.017,0.613,3.432,0.491,0.24,3.409
2004-04-14,14,4,2004,-0.231,-0.424,-0.593,0.415,3.392,0.481,0.252,3.409
2004-04-15,15,4,2004,-0.151,-0.462,-1.071,0.195,3.346,0.472,0.263,3.408
2004-04-16,16,4,2004,0.17,-0.064,-1.308,-0.036,3.294,0.462,0.275,3.407
2004-04-17,17,4,2004,-0.126,0.274,-1.262,-0.268,3.235,0.452,0.287,3.406
2004-04-18,18,4,2004,0.084,0.126,-0.938,-0.488,3.169,0.442,0.298,3.406
2004-04-19,19,4,2004,-0.052,-0.042,-0.464,-0.685,3.096,0.432,0.31,3.405
2004-04-20,20,4,2004,0.03,-0.082,0.039,-0.848,3.014,0.421,0.322,3.404
2004-04-21,21,4,2004,-0.007,-0.088,0.487,-0.964,2.925,0.411,0.334,3.404
2004-04-22,22,4,2004,0.004,-0.072,0.816,-1.022,2.826,0.4,0.345,3.403
2004-04-23,23,4,2004,0.001,-0.026,0.968,-1.01,2.719,0.389,0.357,3.402
2004-04-24,24,4,2004,0.009,0.056,0.904,-0.92,2.603,0.377,0.369,3.401
2004-04-25,25,4,2004,-0.002,0.091,0.65,-0.763,2.478,0.366,0.38,3.401
2004-04-26,26,4,2004,0.028,0.054,0.283,-0.556,2.344,0.354,0.392,3.4
2004-04-27,27,4,2004,0.02,-0.043,-0.112,-0.313,2.203,0.342,0.404,3.399
2004-04-28,28,4,2004,-0.078,-0.119,-0.45,-0.05,2.054,0.33,0.415,3.399
2004-04-29,29,4,2004,0.108,-0.111,-0.654,0.217,1.898,0.317,0.427,3.398
2004-04-30,30,4,2004,-0.14,0.069,-0.678,0.473,1.736,0.305,0.439,3.397
2004-05-01,1,5,2004,-0.075,0.206,-0.544,0.707,1.568,0.292,0.45,3.396
2004-05-02,2,5,2004,0.209,0.14,-0.287,0.908,1.395,0.279,0.462,3.396
2004-05-03,3,5,2004,-0.175,-0.174,0.034,1.064,1.216,0.266,0.473,3.395
2004-05-04,4,5,2004,-0.28,-0.355,0.307,1.162,1.034,0.253,0.485,3.394
2004-05-05,5,5,2004,0.311,-0.128,0.446,1.193,0.848,0.239,0.497,3.393
2004-05-06,6,5,2004,0.04,0.274,0.451,1.15,0.659,0.226,0.508,3.393
2004-05-07,7,5,2004,-0.341,0.576,0.337,1.036,0.468,0.212,0.52,3.392
2004-05-08,8,5,2004,-0.189,0.585,0.145,0.862,0.275,0.198,0.531,3.391
2004-05-09,9,5,2004,0.368,0.36,-0.068,0.642,0.081,0.184,0.543,3.39
2004-05-10,10,5,2004,-0.15,-0.098,-0.239,0.387,-0.113,0.17,0.554,3.39
2004-05-11,11,5,2004,0.264,-0.77,-0.306,0.108,-0.307,0.155,0.566,3.389
2004-05-12,12,5,2004,-0.528,-0.672,-0.227,-0.179,-0.5,0.141,0.577,3.388
2004-05-13,13,5,2004,0.578,0.323,-0.05,-0.462,-0.691,0.126,0.589,3.387
2004-05-14,14,5,2004,0.108,0.856,0.141,-0.723,-0.881,0.111,0.6,3.387
2004-05-15,15,5,2004,-0.535,0.586,0.27,-0.947,-1.068,0.097,0.611,3.386
2004-05-16,16,5,2004,-0.335,-0.185,0.306,-1.125,-1.251,0.081,0.623,3.385
2004-05-17,17,5,2004,0.552,-0.889,0.233,-1.251,-1.43,0.066,0.634,3.384
2004-05-18,18,5,2004,0.162,-0.566,0.053,-1.324,-1.605,0.051,0.645,3.384
2004-05-19,19,5,2004,-0.597,0.316,-0.175,-1.346,-1.774,0.036,0.657,3.383
2004-05-20,20,5,2004,0.628,0.928,-0.373,-1.316,-1.938,0.02,0.668,3.382
2004-05-21,21,5,2004,-0.642,0.686,-0.477,-1.237,-2.095,0.004,0.679,3.381
2004-05-22,22,5,2004,-0.081,0.068,-0.486,-1.115,-2.246,-0.011,0.691,3.381
2004-05-23,23,5,2004,0.456,-0.553,-0.412,-0.956,-2.389,-0.027,0.702,3.38
2004-05-24,24,5,2004,0.531,-0.92,-0.266,-0.767,-2.527,-0.043,0.713,3.379
2004-05-25,25,5,2004,0.283,-1.051,-0.062,-0.556,-2.657,-0.059,0.724,3.378
2004-05-26,26,5,2004,-0.349,-0.753,0.177,-0.332,-2.781,-0.075,0.735,3.377
2004-05-27,27,5,2004,0.258,0.088,0.422,-0.102,-2.898,-0.091,0.746,3.377
2004-05-28,28,5,2004,-0.181,0.895,0.642,0.127,-3.008,-0.108,0.757,3.376
2004-05-29,29,5,2004,0.001,1.14,0.805,0.347,-3.113,-0.124,0.769,3.375
2004-05-30,30,5,2004,0.099,1.062,0.887,0.55,-3.21,-0.141,0.78,3.374
2004-05-31,31,5,2004,-0.09,0.871,0.885,0.728,-3.302,-0.157,0.791,3.374
2004-06-01,1,6,2004,0.095,0.398,0.816,0.876,-3.387,-0.174,0.801,3.373
2004-06-02,2,6,2004,-0.103,-0.316,0.7,0.991,-3.466,-0.191,0.812,3.372
2004-06-03,3,6,2004,-0.015,-0.855,0.548,1.073,-3.538,-0.207,0.823,3.371
2004-06-04,4,6,2004,0.041,-1.117,0.375,1.126,-3.605,-0.224,0.834,3.37
2004-06-05,5,6,2004,0.096,-1.147,0.192,1.151,-3.666,-0.241,0.845,3.37
2004-06-06,6,6,2004,0.047,-1.053,0.01,1.151,-3.721,-0.258,0.856,3.369
2004-06-07,7,6,2004,0.039,-0.89,-0.166,1.129,-3.771,-0.275,0.866,3.368
2004-06-08,8,6,2004,0.0,-0.693,-0.331,1.087,-3.815,-0.292,0.877,3.367
2004-06-09,9,6,2004,0.076,-0.512,-0.481,1.027,-3.855,-0.309,0.888,3.367
2004-06-10,10,6,2004,-0.061,-0.328,-0.612,0.952,-3.889,-0.326,0.898,3.366
2004-06-11,11,6,2004,-0.025,-0.132,-0.72,0.864,-3.918,-0.343,0.909,3.365
2004-06-12,12,6,2004,-0.016,0.068,-0.8,0.766,-3.941,-0.36,0.92,3.364
2004-06-13,13,6,2004,-0.018,0.25,-0.848,0.659,-3.96,-0.378,0.93,3.363
2004-06-14,14,6,2004,-0.007,0.383,-0.858,0.547,-3.973,-0.395,0.941,3.363
2004-06-15,15,6,2004,0.011,0.469,-0.83,0.43,-3.981,-0.412,0.951,3.362
2004-06-16,16,6,2004,0.009,0.535,-0.764,0.311,-3.984,-0.429,0.961,3.361
2004-06-17,17,6,2004,0.004,0.565,-0.663,0.191,-3.982,-0.447,0.972,3.36
2004-06-18,18,6,2004,0.002,0.557,-0.532,0.07,-3.975,-0.464,0.982,3.359
2004-06-19,19,6,2004,0.005,0.519,-0.382,-0.049,-3.963,-0.481,0.992,3.359
2004-06-20,20,6,2004,0.001,0.469,-0.225,-0.161,-3.946,-0.499,1.003,3.358
2004-06-21,21,6,2004,-0.004,0.411,-0.073,-0.264,-3.924,-0.516,1.013,3.357
2004-06-22,22,6,2004,-0.001,0.344,0.064,-0.355,-3.898,-0.533,1.023,3.356
2004-06-23,23,6,2004,-0.004,0.287,0.177,-0.431,-3.866,-0.551,1.033,3.355
2004-06-24,24,6,2004,0.003,0.227,0.257,-0.487,-3.829,-0.568,1.043,3.355
2004-06-25,25,6,2004,-0.002,0.187,0.303,-0.522,-3.788,-0.585,1.053,3.354
2004-06-26,26,6,2004,0.007,0.14,0.313,-0.531,-3.742,-0.602,1.063,3.353
2004-06-27,27,6,2004,0.011,0.098,0.292,-0.514,-3.691,-0.62,1.073,3.352
2004-06-28,28,6,2004,0.004,0.063,0.245,-0.473,-3.636,-0.637,1.082,3.351
2004-06-29,29,6,2004,-0.007,0.023,0.184,-0.411,-3.577,-0.654,1.092,3.351
2004-06-30,30,6,2004,-0.067,0.017,0.118,-0.335,-3.513,-0.671,1.102,3.35
2005-01-01,1,1,2005,0.068,-0.003,0.059,-0.25,-3.446,-0.688,1.112,3.349
2005-01-02,2,1,2005,0.097,-0.044,0.019,-0.161,-3.375,-0.706,1.121,3.348
2005-01-03,3,1,2005,-0.134,-0.141,-0.005,-0.074,-3.3,-0.723,1.131,3.347
2005-01-04,4,1,2005,0.147,-0.259,-0.017,0.004,-3.222,-0.74,1.14,3.346
2005-01-05,5,1,2005,-0.153,-0.293,-0.021,0.069,-3.141,-0.757,1.15,3.346
2005-01-06,6,1,2005,0.151,-0.021,-0.022,0.118,-3.056,-0.773,1.159,3.345
2005-01-07,7,1,2005,-0.007,0.322,-0.018,0.15,-2.969,-0.79,1.168,3.344
2005-01-08,8,1,2005,0.17,0.238,-0.01,0.168,-2.879,-0.807,1.178,3.343
2005-01-09,9,1,2005,-0.169,-0.13,0.003,0.177,-2.786,-0.824,1.187,3.342
2005-01-10,10,1,2005,-0.162,-0.348,0.022,0.183,-2.691,-0.841,1.196,3.342
2005-01-11,11,1,2005,0.141,-0.27,0.045,0.191,-2.594,-0.857,1.205,3.341
2005-01-12,12,1,2005,0.174,-0.02,0.059,0.202,-2.495,-0.874,1.214,3.34
2005-01-13,13,1,2005,-0.081,0.231,0.051,0.221,-2.394,-0.89,1.223,3.339
2005-01-14,14,1,2005,-0.022,0.294,0.011,0.244,-2.291,-0.907,1.232,3.338
2005-01-15,15,1,2005,0.167,0.158,-0.06,0.266,-2.187,-0.923,1.241,3.337
2005-01-16,16,1,2005,-0.142,-0.079,-0.125,0.281,-2.082,-0.939,1.25,3.337
2005-01-17,17,1,2005,-0.026,-0.177,-0.142,0.281,-1.975,-0.955,1.258,3.336
2005-01-18,18,1,2005,0.048,-0.091,-0.085,0.264,-1.867,-0.971,1.267,3.335
2005-01-19,19,1,2005,-0.104,0.098,0.016,0.227,-1.759,-0.987,1.275,3.334
2005-01-20,20,1,2005,0.197,0.06,0.114,0.166,-1.651,-1.003,1.284,3.333
2005-01-21,21,1,2005,-0.203,-0.101,0.162,0.079,-1.544,-1.019,1.292,3.332
2005-01-22,22,1,2005,-0.321,-0.138,0.132,-0.033,-1.438,-1.034,1.301,3.332
2005-01-23,23,1,2005,0.395,0.094,0.016,-0.161,-1.334,-1.05,1.309,3.331
2005-01-24,24,1,2005,-0.468,0.317,-0.104,-0.295,-1.232,-1.065,1.317,3.33
2005-01-25,25,1,2005,-0.21,0.238,-0.145,-0.425,-1.133,-1.081,1.325,3.329
2005-01-26,26,1,2005,0.202,-0.078,-0.114,-0.539,-1.037,-1.096,1.334,3.328
2005-01-27,27,1,2005,0.658,-0.505,-0.037,-0.627,-0.946,-1.111,1.342,3.327
2005-01-28,28,1,2005,0.649,-0.917,0.056,-0.679,-0.86,-1.126,1.35,3.327
2005-01-29,29,1,2005,0.475,-1.195,0.142,-0.686,-0.779,-1.141,1.357,3.326
2005-01-30,30,1,2005,0.056,-1.143,0.199,-0.644,-0.703,-1.155,1.365,3.325
2005-01-31,31,1,2005,-0.812,-0.547,0.215,-0.551,-0.633,-1.17,1.373,3.324
2005-02-01,1,2,2005,,,,,,,,
2005-02-02,2,2,2005,0.846,0.628,0.178,-0.405,-0.567,-1.184,1.381,3.323
2005-02-03,3,2,2005,0.233,1.688,0.082,-0.21,-0.505,-1.198,1.388,3.322
2005-02-04,4,2,2005,-0.608,1.999,-0.072,0.024,-0.448,-1.212,1.396,3.321
2005-02-05,5,2,2005,-1.01,1.396,-0.268,0.28,-0.394,-1.226,1.403,3.321
2005-02-06,6,2,2005,-0.651,-0.088,-0.447,0.54,-0.345,-1.24,1.41,3.32
2005-02-07,7,2,2005,1.223,-1.759,-0.538,0.79,-0.298,-1.254,1.418,3.319
2005-02-08,8,2,2005,0.578,-2.137,-0.477,1.016,-0.255,-1.267,1.425,3.318
2005-02-09,9,2,2005,-0.559,-1.276,-0.226,1.207,-0.215,-1.281,1.432,3.317
2005-02-10,10,2,2005,-1.55,0.264,0.147,1.355,-0.177,-1.294,1.439,3.316
2005-02-11,11,2,2005,1.597,1.689,0.548,1.453,-0.142,-1.307,1.446,3.315
2005-02-12,12,2,2005,0.615,1.769,0.884,1.492,-0.108,-1.32,1.453,3.315
2005-02-13,13,2,2005,-0.389,0.884,1.078,1.462,-0.076,-1.332,1.46,3.314
2005-02-14,14,2,2005,-1.436,-0.227,1.117,1.358,-0.046,-1.345,1.466,3.313
2005-02-15,15,2,2005,-0.715,-0.975,1.0,1.179,-0.017,-1.357,1.473,3.312
2005-02-16,16,2,2005,0.048,-1.23,0.713,0.936,0.012,-1.369,1.479,3.311
2005-02-17,17,2,2005,0.472,-1.027,0.256,0.642,0.041,-1.381,1.486,3.31
2005-02-18,18,2,2005,0.719,-0.503,-0.308,0.312,0.07,-1.393,1.492,3.309
2005-02-19,19,2,2005,0.596,0.115,-0.873,-0.041,0.1,-1.404,1.498,3.309
2005-02-20,20,2,2005,0.264,0.644,-1.332,-0.405,0.131,-1.415,1.505,3.308
2005-02-21,21,2,2005,-0.327,0.822,-1.586,-0.764,0.164,-1.427,1.511,3.307
2005-02-22,22,2,2005,0.254,0.572,-1.603,-1.107,0.199,-1.437,1.517,3.306
